received_at,timestamp_ms,sync_state,frame_num,rssi,snr,lq,msg_type,payload_hex
2026-02-11T19:18:34.432491,77383,1,1,-62,11,1,DL,
2026-02-11T19:18:34.531570,77483,1,2,-67,7,2,DL,
2026-02-11T19:18:34.631100,77583,1,3,-64,9,3,DL,
2026-02-11T19:18:34.730482,77683,1,4,-64,9,4,DL,
2026-02-11T19:18:34.829241,77783,1,5,-64,9,5,DL,
2026-02-11T19:18:34.928806,77883,1,6,-64,9,6,DL,
2026-02-11T19:18:35.028384,77983,1,7,-64,9,7,DL,
2026-02-11T19:18:35.128382,78084,1,8,-64,9,8,DL,
2026-02-11T19:18:35.227280,78184,1,9,-67,8,9,DL,
2026-02-11T19:18:35.326840,78284,1,10,-67,8,10,DL,
2026-02-11T19:18:35.426222,78384,1,11,-67,7,11,DL,
2026-02-11T19:18:35.526296,78484,1,12,-67,8,12,DL,
2026-02-11T19:18:35.624887,78584,1,13,-67,8,13,DL,
2026-02-11T19:18:35.724428,78684,1,14,-67,7,14,DL,
2026-02-11T19:18:35.823882,78784,1,15,-67,7,15,DL,
2026-02-11T19:18:35.923214,78884,1,16,-67,8,16,DL,
2026-02-11T19:18:36.025266,78985,1,17,-67,8,17,DL,
2026-02-11T19:18:36.122314,79085,1,18,-67,7,18,DL,
2026-02-11T19:18:36.221228,79185,1,19,-67,7,19,DL,
2026-02-11T19:18:36.320867,79285,1,20,-67,8,20,DL,
2026-02-11T19:18:36.420303,79385,1,21,-67,8,21,DL,
2026-02-11T19:18:36.519267,79485,1,22,-67,8,22,DL,
2026-02-11T19:18:36.619309,79585,1,23,-67,7,23,DL,
2026-02-11T19:18:36.718696,79685,1,24,-72,6,24,DL,
2026-02-11T19:18:36.817446,79785,1,25,-67,7,25,DL,
2026-02-11T19:18:36.917359,79886,1,26,-67,7,26,DL,
2026-02-11T19:18:37.016749,79986,1,27,-67,8,27,DL,
2026-02-11T19:18:37.115764,80086,1,28,-67,7,28,DL,
2026-02-11T19:18:37.215501,80186,1,29,-70,7,29,DL,
2026-02-11T19:18:37.314816,80286,1,30,0,0,29,NONE,
2026-02-11T19:18:37.414137,80386,1,31,-64,9,30,DL,
2026-02-11T19:18:37.514006,80486,1,32,-67,8,31,DL,
2026-02-11T19:18:37.613432,80586,1,33,-70,7,32,DL,
2026-02-11T19:18:37.712532,80686,1,34,-70,6,33,DL,
2026-02-11T19:18:37.812011,80787,1,35,-67,8,34,DL,
2026-02-11T19:18:37.911303,80887,1,36,-67,8,35,DL,
2026-02-11T19:18:38.010786,80987,1,37,-67,8,36,DL,
2026-02-11T19:18:38.110191,81087,1,38,-67,7,37,DL,
2026-02-11T19:18:38.209588,81187,1,39,-67,7,38,DL,
2026-02-11T19:18:38.309015,81287,1,40,-67,8,39,DL,
2026-02-11T19:18:38.408350,81387,1,41,-67,8,40,DL,
2026-02-11T19:18:38.507988,81487,1,42,-64,9,41,DL,
2026-02-11T19:18:38.606813,81587,1,43,-67,8,42,DL,
2026-02-11T19:18:38.706189,81688,1,44,-67,8,43,DL,
2026-02-11T19:18:38.805987,81788,1,45,-64,9,44,DL,
2026-02-11T19:18:38.905435,81888,1,46,-67,7,45,DL,
2026-02-11T19:18:39.004496,81988,1,47,-67,7,46,DL,
2026-02-11T19:18:39.104306,82088,1,48,-64,9,47,DL,
2026-02-11T19:18:39.203521,82188,1,49,-67,8,48,DL,
2026-02-11T19:18:39.302844,82288,1,50,-64,9,49,DL,
2026-02-11T19:18:39.402537,82388,1,51,-64,9,50,DL,
2026-02-11T19:18:39.501745,82488,1,52,-64,9,51,DL,
2026-02-11T19:18:39.601130,82588,1,53,-64,9,52,DL,
2026-02-11T19:18:39.700581,82689,1,54,-64,9,53,DL,
2026-02-11T19:18:39.799879,82789,1,55,-64,9,54,DL,
2026-02-11T19:18:39.899557,82889,1,56,-64,8,55,DL,
2026-02-11T19:18:39.998719,82989,1,57,-72,6,56,DL,
2026-02-11T19:18:40.098401,83089,1,58,-64,9,57,DL,
2026-02-11T19:18:40.198555,83189,1,59,-64,9,58,DL,
2026-02-11T19:18:40.297078,83289,1,60,-64,9,59,DL,
2026-02-11T19:18:40.396183,83389,1,61,-64,9,60,DL,
2026-02-11T19:18:40.495604,83489,1,62,-64,9,61,DL,
2026-02-11T19:18:40.594601,83589,1,63,-64,9,62,DL,
2026-02-11T19:18:40.694864,83689,1,64,-64,9,63,DL,
2026-02-11T19:18:40.794074,83789,1,65,-72,6,64,DL,
2026-02-11T19:18:40.892755,83890,1,66,-64,9,65,DL,
2026-02-11T19:18:40.992241,83990,1,67,-64,9,66,DL,
2026-02-11T19:18:41.091965,84090,1,68,-64,9,67,DL,
2026-02-11T19:18:41.190988,84190,1,69,-64,9,68,DL,
2026-02-11T19:18:41.290756,84290,1,70,-64,9,69,DL,
2026-02-11T19:18:41.390078,84390,1,71,-64,9,70,DL,
2026-02-11T19:18:41.489182,84490,1,72,-72,6,71,DL,
2026-02-11T19:18:41.589095,84590,1,73,-64,9,72,DL,
2026-02-11T19:18:41.688689,84690,1,74,-64,9,73,DL,
2026-02-11T19:18:41.787095,84790,1,75,-64,9,74,DL,
2026-02-11T19:18:41.889515,84890,1,76,-64,9,75,DL,
2026-02-11T19:18:41.986353,84990,1,77,-64,9,76,DL,
2026-02-11T19:18:42.085741,85090,1,78,-64,9,77,DL,
2026-02-11T19:18:42.184750,85190,1,79,-72,6,78,DL,
2026-02-11T19:18:42.284726,85290,1,80,0,0,78,NONE,
2026-02-11T19:18:42.383910,85391,1,81,-73,6,79,DL,
2026-02-11T19:18:42.482930,85491,1,82,-64,9,80,DL,
2026-02-11T19:18:42.582728,85591,1,83,-64,10,81,DL,
