received_at,timestamp_ms,sync_state,frame_num,rssi,snr,lq,msg_type,payload_hex
2026-02-11T19:18:59.077902,26026,1,249,-82,11,9,UL,
2026-02-11T19:18:59.176532,26126,1,250,0,0,9,NONE,
2026-02-11T19:18:59.276151,26226,1,251,0,0,9,NONE,
2026-02-11T19:18:59.375521,26326,1,252,0,0,9,NONE,
2026-02-11T19:18:59.474626,26426,1,253,0,0,9,NONE,
2026-02-11T19:18:59.574415,26526,1,254,0,0,9,NONE,
2026-02-11T19:18:59.673857,26626,1,255,0,0,9,NONE,
2026-02-11T19:18:59.772856,26726,1,256,0,0,9,NONE,
2026-02-11T19:18:59.876584,26826,1,257,0,0,9,NONE,
2026-02-11T19:18:59.972052,26926,1,258,0,0,9,NONE,
2026-02-11T19:19:00.070809,27026,1,259,-74,11,9,UL,
2026-02-11T19:19:00.170280,27126,1,260,0,0,9,NONE,
2026-02-11T19:19:00.269982,27226,1,261,0,0,9,NONE,
2026-02-11T19:19:00.369420,27326,1,262,0,0,9,NONE,
2026-02-11T19:19:00.468981,27426,1,263,0,0,9,NONE,
2026-02-11T19:19:00.568023,27526,1,264,0,0,9,NONE,
2026-02-11T19:19:00.667787,27626,1,265,0,0,9,NONE,
2026-02-11T19:19:00.766403,27726,1,266,0,0,9,NONE,
2026-02-11T19:19:00.868984,27826,1,267,0,0,9,NONE,
2026-02-11T19:19:00.966266,27926,1,268,0,0,9,NONE,
2026-02-11T19:19:01.065089,28026,1,269,-73,7,9,UL,
2026-02-11T19:19:01.164593,28126,1,270,0,0,9,NONE,
2026-02-11T19:19:01.264152,28226,1,271,0,0,9,NONE,
2026-02-11T19:19:01.362991,28326,1,272,0,0,9,NONE,
2026-02-11T19:19:01.462808,28426,1,273,0,0,9,NONE,
2026-02-11T19:19:01.562374,28526,1,274,0,0,9,NONE,
2026-02-11T19:19:01.661017,28626,1,275,0,0,9,NONE,
2026-02-11T19:19:01.761138,28726,1,276,0,0,9,NONE,
2026-02-11T19:19:01.860387,28826,1,277,0,0,9,NONE,
2026-02-11T19:19:01.959293,28926,1,278,0,0,9,NONE,
2026-02-11T19:19:02.059137,29026,1,279,-74,10,10,UL,
2026-02-11T19:19:02.158692,29126,1,280,0,0,10,NONE,
2026-02-11T19:19:02.257704,29226,1,281,0,0,10,NONE,
2026-02-11T19:19:02.356606,29326,1,282,0,0,10,NONE,
2026-02-11T19:19:02.456336,29426,1,283,0,0,10,NONE,
2026-02-11T19:19:02.555704,29526,1,284,0,0,10,NONE,
2026-02-11T19:19:02.655251,29626,1,285,0,0,10,NONE,
2026-02-11T19:19:02.754531,29726,1,286,0,0,10,NONE,
2026-02-11T19:19:02.853373,29826,1,287,0,0,10,NONE,
2026-02-11T19:19:02.953229,29926,1,288,0,0,10,NONE,
2026-02-11T19:19:03.052689,30026,1,289,-71,11,10,UL,
2026-02-11T19:19:03.152279,30126,1,290,0,0,10,NONE,
2026-02-11T19:19:03.251089,30226,1,291,0,0,10,NONE,
2026-02-11T19:19:03.350769,30326,1,292,0,0,10,NONE,
2026-02-11T19:19:03.450298,30426,1,293,0,0,10,NONE,
2026-02-11T19:19:03.549322,30526,1,294,0,0,10,NONE,
2026-02-11T19:19:03.649312,30626,1,295,0,0,10,NONE,
2026-02-11T19:19:03.748526,30726,1,296,0,0,10,NONE,
2026-02-11T19:19:03.847284,30826,1,297,0,0,10,NONE,
2026-02-11T19:19:03.947027,30926,1,298,0,0,10,NONE,
2026-02-11T19:19:04.046451,31026,1,299,-68,11,10,UL,
2026-02-11T19:19:04.145813,31126,1,300,0,0,10,NONE,
2026-02-11T19:19:04.245227,31226,1,301,0,0,10,NONE,
2026-02-11T19:19:04.344304,31326,1,302,0,0,10,NONE,
2026-02-11T19:19:04.443862,31426,1,303,0,0,10,NONE,
2026-02-11T19:19:04.543563,31526,1,304,0,0,10,NONE,
2026-02-11T19:19:04.642366,31626,1,305,0,0,10,NONE,
2026-02-11T19:19:04.742507,31726,1,306,0,0,10,NONE,
2026-02-11T19:19:04.841209,31826,1,307,0,0,10,NONE,
2026-02-11T19:19:04.940696,31926,1,308,0,0,10,NONE,
2026-02-11T19:19:05.040388,32026,1,309,-70,10,10,UL,
2026-02-11T19:19:05.139537,32126,1,310,0,0,10,NONE,
2026-02-11T19:19:05.238633,32226,1,311,0,0,10,NONE,
2026-02-11T19:19:05.339087,32326,1,312,0,0,10,NONE,
2026-02-11T19:19:05.437856,32426,1,313,0,0,10,NONE,
2026-02-11T19:19:05.537702,32526,1,314,0,0,10,NONE,
2026-02-11T19:19:05.636355,32626,1,315,0,0,10,NONE,
2026-02-11T19:19:05.735398,32726,1,316,0,0,10,NONE,
2026-02-11T19:19:05.835710,32826,1,317,0,0,10,NONE,
2026-02-11T19:19:05.934897,32926,1,318,0,0,10,NONE,
2026-02-11T19:19:06.034016,33026,1,319,-67,9,10,UL,
2026-02-11T19:19:06.133459,33126,1,320,0,0,10,NONE,
2026-02-11T19:19:06.232501,33226,1,321,0,0,10,NONE,
2026-02-11T19:19:06.332445,33326,1,322,0,0,10,NONE,
2026-02-11T19:19:06.432126,33426,1,323,0,0,10,NONE,
2026-02-11T19:19:06.531153,33526,1,324,0,0,10,NONE,
2026-02-11T19:19:06.630595,33626,1,325,0,0,10,NONE,
2026-02-11T19:19:06.731849,33726,1,326,0,0,10,NONE,
2026-02-11T19:19:06.829110,33826,1,327,0,0,10,NONE,
2026-02-11T19:19:06.928487,33926,1,328,0,0,10,NONE,
2026-02-11T19:19:07.027460,34026,1,329,0,0,9,NONE,
2026-02-11T19:19:07.127184,34126,1,330,0,0,9,NONE,
2026-02-11T19:19:07.226568,34226,1,331,0,0,9,NONE,
2026-02-11T19:19:07.325500,34326,1,332,0,0,9,NONE,
2026-02-11T19:19:07.425043,34426,1,333,0,0,9,NONE,
2026-02-11T19:19:07.524725,34526,1,334,0,0,9,NONE,
2026-02-11T19:19:07.623759,34626,1,335,0,0,9,NONE,
2026-02-11T19:19:07.723812,34726,1,336,0,0,9,NONE,
2026-02-11T19:19:07.822820,34826,1,337,0,0,9,NONE,
2026-02-11T19:19:07.922263,34926,1,338,0,0,9,NONE,
2026-02-11T19:19:08.021733,35026,1,339,-72,6,9,UL,
2026-02-11T19:19:08.120878,35126,1,340,0,0,9,NONE,
2026-02-11T19:19:08.220802,35226,1,341,0,0,9,NONE,
2026-02-11T19:19:08.319722,35326,1,342,0,0,9,NONE,
2026-02-11T19:19:08.419303,35426,1,343,0,0,9,NONE,
2026-02-11T19:19:08.518476,35526,1,344,0,0,9,NONE,
