received_at,timestamp_ms,sync_state,frame_num,rssi,snr,lq,msg_type,payload_hex
2026-02-15T14:44:06.826984,5326,1,42,0,0,2,NONE,
2026-02-15T14:44:06.927035,5426,1,43,0,0,2,NONE,
2026-02-15T14:44:07.026198,5526,1,44,0,0,2,NONE,
2026-02-15T14:44:07.126086,5626,1,45,0,0,2,NONE,
2026-02-15T14:44:07.225155,5726,1,46,0,0,2,NONE,
2026-02-15T14:44:07.324294,5826,1,47,0,0,2,NONE,
2026-02-15T14:44:07.423389,5926,1,48,0,0,2,NONE,
2026-02-15T14:44:07.523493,6026,1,49,0,0,2,NONE,
2026-02-15T14:44:07.622504,6126,1,50,0,0,2,NONE,
2026-02-15T14:44:07.722384,6226,1,51,0,0,2,NONE,
2026-02-15T14:44:07.821536,6326,1,52,0,0,2,NONE,
2026-02-15T14:44:07.920918,6426,1,53,0,0,2,NONE,
2026-02-15T14:44:08.020352,6526,1,54,0,0,2,NONE,
2026-02-15T14:44:08.119322,6626,1,55,0,0,2,NONE,
2026-02-15T14:44:08.219137,6726,1,56,0,0,2,NONE,
2026-02-15T14:44:08.318541,6826,1,57,-62,13,3,UL,
2026-02-15T14:44:08.417775,6926,1,58,0,0,3,NONE,
2026-02-15T14:44:08.516908,7026,1,59,-63,12,4,UL,
2026-02-15T14:44:08.616327,7126,1,60,-63,12,5,UL,
2026-02-15T14:44:08.715959,7226,1,61,0,0,5,NONE,
2026-02-15T14:44:08.815585,7326,1,62,0,0,5,NONE,
2026-02-15T14:44:08.914013,7426,1,63,0,0,5,NONE,
2026-02-15T14:44:09.014352,7526,1,64,0,0,5,NONE,
2026-02-15T14:44:09.113633,7626,1,65,0,0,5,NONE,
2026-02-15T14:44:09.212876,7726,1,66,0,0,5,NONE,
2026-02-15T14:44:09.312383,7826,1,67,0,0,5,NONE,
2026-02-15T14:44:09.411637,7926,1,68,0,0,5,NONE,
2026-02-15T14:44:09.511043,8026,1,69,0,0,5,NONE,
2026-02-15T14:44:09.610603,8126,1,70,0,0,5,NONE,
2026-02-15T14:44:09.709740,8226,1,71,0,0,5,NONE,
2026-02-15T14:44:09.809377,8326,1,72,0,0,5,NONE,
2026-02-15T14:44:09.908591,8426,1,73,0,0,5,NONE,
2026-02-15T14:44:10.007699,8526,1,74,-63,13,6,UL,
2026-02-15T14:44:10.107116,8626,1,75,0,0,6,NONE,
2026-02-15T14:44:10.206642,8726,1,76,0,0,6,NONE,
2026-02-15T14:44:10.306187,8826,1,77,0,0,6,NONE,
2026-02-15T14:44:10.405702,8926,1,78,0,0,6,NONE,
2026-02-15T14:44:10.504870,9026,1,79,0,0,6,NONE,
2026-02-15T14:44:10.604398,9126,1,80,0,0,6,NONE,
2026-02-15T14:44:10.703637,9226,1,81,0,0,6,NONE,
2026-02-15T14:44:10.802989,9326,1,82,0,0,6,NONE,
2026-02-15T14:44:10.902469,9426,1,83,0,0,6,NONE,
2026-02-15T14:44:11.001740,9526,1,84,0,0,6,NONE,
2026-02-15T14:44:11.101126,9626,1,85,0,0,6,NONE,
2026-02-15T14:44:11.200644,9726,1,86,0,0,6,NONE,
2026-02-15T14:44:11.299563,9826,1,87,0,0,6,NONE,
2026-02-15T14:44:11.399443,9926,1,88,0,0,6,NONE,
2026-02-15T14:44:11.498708,10026,1,89,0,0,6,NONE,
2026-02-15T14:44:11.597990,10126,1,90,0,0,6,NONE,
2026-02-15T14:44:11.697120,10226,1,91,0,0,6,NONE,
2026-02-15T14:44:11.796724,10326,1,92,0,0,6,NONE,
2026-02-15T14:44:11.900283,10426,1,93,0,0,6,NONE,
2026-02-15T14:44:11.995604,10526,1,94,0,0,6,NONE,
2026-02-15T14:44:12.094826,10626,1,95,-63,13,7,UL,
2026-02-15T14:44:12.193954,10726,1,96,0,0,7,NONE,
2026-02-15T14:44:12.293540,10826,1,97,0,0,7,NONE,
2026-02-15T14:44:12.392985,10926,1,98,-62,12,8,UL,
2026-02-15T14:44:12.492534,11026,1,99,0,0,8,NONE,
2026-02-15T14:44:12.591743,11126,1,100,-64,13,9,UL,
2026-02-15T14:44:12.694351,11226,1,101,0,0,9,NONE,
2026-02-15T14:44:12.790578,11326,1,102,-64,11,10,UL,
2026-02-15T14:44:12.889910,11426,1,103,0,0,10,NONE,
2026-02-15T14:44:12.989068,11526,1,104,0,0,10,NONE,
2026-02-15T14:44:13.088765,11626,1,105,0,0,10,NONE,
2026-02-15T14:44:13.188027,11726,1,106,-63,13,11,UL,
2026-02-15T14:44:13.287565,11826,1,107,0,0,11,NONE,
2026-02-15T14:44:13.386802,11926,1,108,0,0,11,NONE,
2026-02-15T14:44:13.485755,12026,1,109,0,0,11,NONE,
2026-02-15T14:44:13.585586,12126,1,110,0,0,11,NONE,
2026-02-15T14:44:13.684941,12226,1,111,0,0,11,NONE,
2026-02-15T14:44:13.784289,12326,1,112,0,0,11,NONE,
2026-02-15T14:44:13.883987,12426,1,113,0,0,11,NONE,
2026-02-15T14:44:13.982362,12526,1,114,0,0,11,NONE,
2026-02-15T14:44:14.082617,12626,1,115,0,0,11,NONE,
2026-02-15T14:44:14.181889,12726,1,116,0,0,11,NONE,
2026-02-15T14:44:14.280923,12826,1,117,0,0,10,NONE,
2026-02-15T14:44:14.380628,12926,1,118,0,0,10,NONE,
2026-02-15T14:44:14.480771,13026,1,119,0,0,10,NONE,
